"","LICENSE NUMBER","PROVIDER NAME","PROVIDER SERVICE TYPE","STREET ADDRESS","CITY","STATE","ZIP","COUNTY","ECC","CCRR","SCHOOL DISTRICT OPERATED PROGRAM","SCHOOL DISTRICT","QUALITY RATING","QUALITY RATING EFFECTIVE DATE","QUALITY RATING EXPIRATION DATE","CCCAP FISCAL AGREEMENT STATUS","CCCAP AUTHORIZATION STATUS","TOTAL LICENSED CAPACITY","LICENSED HOME CAPACITY","LICENSED CENTER INFANT CAPACITY","LICENSED CENTER TODDLER CAPACITY","LICENSED CENTER PRESCHOOL CAPACITY","LICENSED PRESCHOOL AND SCHOOL AGE CAPACITY","LICENSED SCHOOL AGE CAPACITY","LICENSED NYO CAPACITY","LICENSED RESIDENT CAMP CAPACITY","GOVERNING BODY"
"2089","1543576","BRIGHT HORIZONS/MONTESSORI @ FIDDLERS GREEN","Child Care Center","6560 S Greenwood Plaza BLVD # 20","Greenwood Village","CO","80111","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"CHERRY CREEK 5",1,NA,NA,FALSE,FALSE,64,0,20,24,20,0,0,0,0,NA
"2090","1520582","Bullpup Preschool","Preschool Program","601 N Colorado","Haxtun","CO","80731","Phillips","Early Childhood Council of Logan, Phillips, and Sedgwick Counties","ECC Logan, Phillips, Sedgewick",TRUE,"RE2J",5,2024-03-31,2027-09-30,TRUE,TRUE,32,NA,NA,NA,0,32,NA,NA,NA,NA
"2091","1639436","Burlington Elementary School","Child Care Center","1051 S Pratt PKWY","Longmont","CO","80501","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",TRUE,"St. Vrain Valley School District",1,NA,NA,TRUE,FALSE,56,NA,NA,NA,0,56,NA,NA,NA,NA
"2092","102166","BVSD Creekside Elementary Preschool","Preschool Program","3740 Martin DR","Boulder","CO","80305","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",TRUE,"BVSD",4,2023-01-23,2027-09-30,TRUE,FALSE,40,NA,NA,NA,40,0,NA,NA,NA,NA
"2093","26446","BVSD Columbine Elementary Preschool","Preschool Program","3130 Repplier DR","Boulder","CO","80304","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",TRUE,"BVSD",4,2023-01-23,2027-09-30,TRUE,FALSE,40,NA,NA,NA,40,0,NA,NA,NA,NA
"2094","86357","BVSD Lafayette Elementary Preschool","Preschool Program","101 N Bermont AVE","LAFAYETTE","CO","80026","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",TRUE,"BVSD",4,2023-01-23,2027-09-30,TRUE,FALSE,40,NA,NA,NA,40,0,NA,NA,NA,NA
"2095","1535981","BVSD Heatherwood Elementary Preschool","Preschool Program","7750 Concord DR RM 121","BOULDER","CO","80301","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",TRUE,"BVSD",4,2023-01-23,2027-09-30,TRUE,FALSE,40,NA,NA,NA,40,0,NA,NA,NA,NA
"2096","1623759","BVSD Douglass Elementary Preschool","Preschool Program","840 75th ST","Boulder","CO","80303","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",TRUE,"BVSD",4,2023-01-23,2027-09-30,TRUE,FALSE,40,NA,NA,NA,40,0,NA,NA,NA,NA
"2097","1536222","BVSD University Hill Elementary Preschool","Preschool Program","956 16th Street","Boulder","CO","80302","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",TRUE,"BVSD",4,2023-01-23,2027-09-30,TRUE,FALSE,40,NA,NA,NA,40,0,NA,NA,NA,NA
"2098","83320","Caliche Little Buffs Preschool","Child Care Center","25324 County Road 65","Iliff","CO","80736","Logan","Early Childhood Council of Logan, Phillips, and Sedgwick Counties","ECC Logan, Phillips, Sedgewick",FALSE,"Re-1 Valley Schools",2,2023-02-01,2027-09-30,TRUE,FALSE,20,NA,NA,NA,0,20,NA,NA,NA,NA
"2099","46949","Calvary Preschool","Child Care Center","4210 Austin Bluffs","Colorado Spring","CO","80918","El Paso","Alliance for Kids","Alliance for Kids",FALSE,"D-11",2,2025-04-03,2028-04-03,FALSE,FALSE,165,0,0,10,0,155,0,0,0,"Calvary United Methodist Church"
"2100","1509697","CASTLE ROCK ADVENTURE CLUB","Preschool Program","2301 N Woodlands BLVD","Castle Rock","CO","80104","Douglas","Douglas County Early Childhood Council","Child Care Innovations",FALSE,"Douglas County School District",4,2025-06-30,2028-06-30,FALSE,FALSE,78,NA,NA,NA,0,78,NA,NA,NA,NA
"2101","1636234","Central Wraparound and Preschool Programs","Child Care Center","1020 4th AVE","Longmont","CO","80501","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",TRUE,"St Vrain",1,NA,NA,TRUE,TRUE,66,NA,NA,NA,66,0,NA,NA,NA,NA
"2102","1524476","The Grove - BV School's Early Learning Program","Child Care Center","205 N Court St","Buena Vista","CO","81211","Chaffee","Chaffee County Early Childhood Council","Childrens First",TRUE,"BUENA VISTA R-31",4,2023-04-30,2027-09-30,TRUE,TRUE,126,0,0,30,96,0,0,0,0,"Buena Vista School District - The Grove"
"2103","1517193","CHERRY CREEK WESLEYAN CHURCH","Child Care Center","19401 E Chenango DR","Centennial","CO","80015","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"CHERRY CREEK 5",4,2024-12-31,2027-12-31,TRUE,FALSE,73,0,0,7,0,66,0,0,0,NA
"2104","4400","Cherry Hills Christian Preschool","Child Care Center","3900 E Grace BLVD","Highlands Ranch","CO","80126","Douglas","Douglas County Early Childhood Council","Child Care Innovations",FALSE,"Douglas County School District",1,NA,NA,FALSE,FALSE,219,0,0,14,0,205,0,0,0,NA
"2105","80948","CHERYL CUNNINGHAM","Experienced Family Child Care Home",NA,"Loveland","CO","80537","Larimer","Early Childhood Council of Larimer County","ECC of Larimer County",FALSE,"Thompson School District",3,2024-02-29,2027-09-30,TRUE,FALSE,9,9,0,0,NA,NA,0,0,0,NA
"2106","106667","Canon Preschool","Preschool Program","1201 W Cheyenne RD","Colorado Springs","CO","80906","El Paso","Alliance for Kids","Alliance for Kids",TRUE,"D-12",1,NA,NA,FALSE,FALSE,95,NA,NA,NA,95,0,NA,NA,NA,NA
"2107","1623947","Child Discovery Time @ Lone Tree","Child Care Center","10249 Ridgegate Circle","Lone Tree","CO","80124","Douglas","Douglas County Early Childhood Council","Child Care Innovations",FALSE,"Douglas County School District",2,2025-10-02,2028-10-02,FALSE,FALSE,30,NA,NA,NA,0,30,NA,NA,NA,NA
"2108","55782","CHILD PRIORITY PRESCHOOL INC","Child Care Center","12200 W 38th AVE","Wheat Ridge","CO","80033","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"Jefferson County Public School",2,2023-05-09,2027-09-30,FALSE,FALSE,66,NA,NA,NA,0,66,NA,NA,NA,NA
"2109","47006","CHILDRENS GARDEN MONTESSORI SCHOOL DENVER","Child Care Center","444 Detroit ST","Denver","CO","80206","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,"DENVER PUBLIC SCHOOLS",4,2025-12-31,2028-12-31,FALSE,FALSE,66,0,0,12,0,54,0,0,0,NA
"2110","1523810","Children's House of Durango, LLC","Child Care Center","1689 W 3rd AVE","Durango","CO","81301","La Plata","Early Childhood Council of La Plata County","ECC La Plata Co",FALSE,NA,1,NA,NA,TRUE,FALSE,38,NA,NA,NA,0,38,NA,NA,NA,NA
"2111","1527696","CHRIST FELLOWSHIP CHURCH CHILD DEV CENTER","Child Care Center","3850 Ziegler RD","Fort Collins","CO","80525","Larimer","Early Childhood Council of Larimer County","ECC of Larimer County",FALSE,NA,2,2025-12-04,2028-12-04,TRUE,FALSE,93,0,8,22,0,63,0,0,0,"Christ Fellowship Church Child Development Center"
"2112","25961","Christ Lutheran Church Preschool","Child Care Center","8997 S Broadway","Highlands Ranch","CO","80129","Douglas","Douglas County Early Childhood Council","Child Care Innovations",FALSE,"Douglas County School District",1,NA,NA,FALSE,FALSE,97,NA,NA,NA,0,97,NA,NA,NA,NA
"2113","102472","Christ the King","Child Care Center","860 Elm Street","Denver","CO","80220","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,"DENVER PUBLIC SCHOOLS",5,2024-06-30,2027-09-30,FALSE,FALSE,43,NA,NA,NA,0,43,NA,NA,NA,NA
"2114","16676","CIMARRON PRESCHOOL","Preschool Program","17373 E Lehigh PL","Aurora","CO","80013","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"CHERRY CREEK 5",4,2025-11-07,2027-09-30,TRUE,FALSE,20,NA,NA,NA,20,0,NA,NA,NA,"Cherry Creek Schools"
"2115","85494","Northglenn Recreation Center Preschool","Preschool Program","1 E Memorial Pkwy","Northglenn","CO","80233","Adams","Early Childhood Partnership of Adams County","Child Care Innovations",FALSE,"Adams County Schools District",5,2023-02-28,2027-09-30,TRUE,FALSE,40,NA,NA,NA,0,40,NA,NA,NA,NA
"2116","18412","City of Westminster Preschool - West View","Preschool Program","10747 W 108th AVE","Westminster","CO","80021","Jefferson","Triad Early Childhood Council","Child Care Innovations",TRUE,"Jefferson County Public School",1,NA,NA,FALSE,FALSE,32,NA,NA,NA,0,32,NA,NA,NA,NA
"2117","36746","COLONNADE CHILDREN'S CENTER","Child Care Center","1244 Speer BLVD # 170","Denver","CO","80204","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,"Denver Public Schools",4,2024-05-30,2029-06-01,TRUE,TRUE,69,0,20,27,22,0,0,0,0,NA
"2118","1546818","Colorado Christian Montessori","Child Care Center","9236 W 57th Avenue","Arvada","CO","80002","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"Jefferson County Public School",1,NA,NA,TRUE,FALSE,71,0,0,14,0,57,0,0,0,NA
"2119","96557","THE COLORADO SPRINGS SCHOOL","Child Care Center","21 Broadmoor AVE","Colorado Springs","CO","80906","El Paso","Alliance for Kids","Alliance for Kids",FALSE,NA,4,2022-01-19,2030-06-30,FALSE,FALSE,50,NA,NA,NA,0,50,NA,NA,NA,NA
"2120","1553095","Columbine Elementary Preschool","Preschool Program","111 Longs Peak AVE","Longmont","CO","80501","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",TRUE,"St Vrain",1,NA,NA,FALSE,FALSE,20,NA,NA,NA,20,0,NA,NA,NA,NA
"2121","5431","BVSD Community Montessori Preschool","Child Care Center","805 Gillaspie Dr","Boulder","CO","80305","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",FALSE,"BVSD",4,2023-01-23,2027-09-30,TRUE,TRUE,112,NA,NA,NA,0,112,NA,NA,NA,"Boulder Valley School District"
"2122","46475","COMMUNITY PRESCHOOL INC","Child Care Center","1003 W 6th ST","Loveland","CO","80537","Larimer","Early Childhood Council of Larimer County","ECC of Larimer County",FALSE,NA,2,2023-01-27,2027-09-30,FALSE,FALSE,62,NA,NA,NA,0,62,NA,NA,NA,NA
"2123","25330","COMPASS MONTESSORI SCHOOL","Child Care Center","10399 W 44th AVE","Wheat Ridge","CO","80033","Jefferson","Triad Early Childhood Council","Child Care Innovations",TRUE,"Jefferson County Public School",1,NA,NA,FALSE,FALSE,90,NA,NA,NA,0,90,NA,NA,NA,NA
"2124","1535958","Compass Montessori School Golden Campus","Child Care Center","4441 Salvia","Golden","CO","80403","Jefferson","Triad Early Childhood Council","Child Care Innovations",TRUE,"Jefferson County School District",1,NA,NA,FALSE,FALSE,100,NA,NA,NA,0,100,NA,NA,NA,NA
"2125","57633","CONCORDIA LUTHERAN PRESCHOOL","Child Care Center","13371 W Alameda PKWY","Lakewood","CO","80228","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"Jefferson County Public School",3,2025-03-31,2028-03-31,FALSE,FALSE,63,NA,NA,NA,0,63,NA,NA,NA,NA
"2126","46954","CORNERSTONE PRESCHOOL","Preschool Program","1000 W 15th AVE","Longmont","CO","80501","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",FALSE,"St Vrain",1,NA,NA,FALSE,FALSE,27,NA,NA,NA,0,27,NA,NA,NA,NA
"2127","1552712","CORONADO PRESCHOOL","Preschool Program","7922 S Carr ST","Littleton","CO","80128","Jefferson","Triad Early Childhood Council","Child Care Innovations",TRUE,"Jefferson County Public School",4,2024-01-26,2027-09-30,TRUE,FALSE,40,NA,NA,NA,0,40,NA,NA,NA,NA
"2128","1535124","COTOPAXI EARLY LEARNING CENTER","Child Care Center","345 County Road 12","Cotopaxi","CO","81223","Fremont","ECHO and Family Center Early Childhood Council","Childrens First",FALSE,"RE-3",1,NA,NA,TRUE,FALSE,30,NA,NA,NA,0,30,NA,NA,NA,NA
"2129","1655741","Rachel Baier","Large Family Child Care Home",NA,"Lafayette","CO","80026","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",FALSE,"BVSD",1,NA,NA,TRUE,FALSE,12,NA,NA,NA,0,12,NA,NA,NA,NA
"2130","1543722","CRADLE TO CRAYONS","Child Care Center","1921 Youngfield # 204","Golden","CO","80401","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"jefferson county",1,NA,NA,TRUE,FALSE,194,0,30,96,0,68,0,0,0,NA
"2131","1588355","Creative Learning Preschool","Child Care Center","2578 N Moline Street","Aurora","CO","80010","Adams","Early Childhood Partnership of Adams County","Child Care Innovations",FALSE,"Aurora Public Schools",1,NA,NA,FALSE,FALSE,79,0,10,34,0,35,0,0,0,NA
"2132","57130","Creative Options Ctr For Early Education","Child Care Center","801 Yosemite ST","Denver","CO","80230","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,"Denver Public Schools",4,2024-07-26,2028-06-30,TRUE,FALSE,158,0,8,38,112,0,0,0,0,NA
"2133","1561733","CREEKSIDE KIDS, INC.","Child Care Center","1201 W Cheyenne RD","Colorado Springs","CO","80906","El Paso","Alliance for Kids","Alliance for Kids",FALSE,"D-12",1,NA,NA,FALSE,FALSE,40,NA,NA,NA,0,40,NA,NA,NA,NA
"2134","24382","CRESCENT VIEW ACADEMY","Child Care Center","10958 E Bethany DR","Aurora","CO","80014","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"Aurora",4,2024-06-30,2027-09-30,TRUE,TRUE,80,0,5,10,65,0,0,0,0,NA
"2135","100574","CROSS OF CHRIST LUTHERAN PRESCHOOL","Preschool Program","12099 Lowell BLVD","Broomfield","CO","80020","Broomfield","Broomfield Early Childhood Council","Child Care Innovations",FALSE,"ADAMS 12",5,2024-01-31,2027-09-30,TRUE,TRUE,89,NA,NA,NA,0,89,NA,NA,NA,NA
"2136","1540012","Tiana Degutis","Family Child Care Home",NA,"Littleton","CO","80128","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"Littleton Public Schools 6",2,2024-04-04,2027-09-30,FALSE,FALSE,6,6,0,0,NA,NA,0,0,0,NA
"2137","1557489","International School of Denver","Child Care Center","7701 E 1st Street, Unit C","Denver","CO","80230","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,"Denver",4,2023-05-16,2033-06-30,FALSE,FALSE,215,NA,NA,NA,0,215,NA,NA,NA,NA
"2138","1524894","DISCOVERY KIDS LEARNING CENTER, INC.","Child Care Center","286 N Cherry ST","Fruita","CO","81521","Mesa","Mesa County Partnership for Children & Families","Hilltop/Western Colorado",FALSE,"51",4,2024-05-31,2027-09-30,TRUE,TRUE,77,0,0,12,0,65,0,0,0,NA
"2139","45497","DISCOVERY LEARNING CENTER","Child Care Center","2875 Village DR","Steamboat Springs","CO","80487","Routt","First Impressions of Routt County","Summit Co CCR&R",FALSE,"Steamboat Springs",4,2022-09-09,2027-10-01,TRUE,TRUE,60,NA,NA,NA,0,60,NA,NA,NA,NA
"2140","1562768","Discovery Montessori","Child Care Center","225 E Skyway DR","Fort Collins","CO","80525","Larimer","Early Childhood Council of Larimer County","ECC of Larimer County",FALSE,NA,1,NA,NA,TRUE,TRUE,83,0,0,18,0,65,0,0,0,NA
"2141","1598569","Sage Canyon Preschool","Preschool Program","2420 Autumn Sage ST","Castle Rock","CO","80108","Douglas","Douglas County Early Childhood Council","Child Care Innovations",TRUE,"Douglas County School District",1,NA,NA,FALSE,FALSE,20,NA,NA,NA,20,0,NA,NA,NA,NA
"2142","11914","DOVES NEST","Child Care Center","418 Pine","Dove Creek","CO","81324","Dolores","Montelores Early Childhood Council","ECC La Plata Co",FALSE,"District RE-4A (Dolores)",2,2025-05-01,2028-05-01,TRUE,TRUE,26,0,5,7,0,14,0,0,0,NA
"2143","1548212","DPS Discovery Link @ Valdez","School-Age Child Care Center","2525 W 29th Ave","Denver","CO","80211","Denver","Denver's Early Childhood Council","Denver's ECC",TRUE,"Denver Public Schools",1,NA,NA,TRUE,TRUE,75,0,0,0,NA,NA,75,0,0,NA
"2144","84968","DPS ECE Gust Elementary School","Child Care Center","3440 W Yale AVE","Denver","CO","80219","Denver","Denver's Early Childhood Council","Denver's ECC",TRUE,"Denver Public Schools",4,2026-01-30,2029-01-31,FALSE,FALSE,120,NA,NA,NA,120,0,NA,NA,NA,NA
"2145","1607164","DREAM MAKERS","Child Care Center","1345 28TH ST","Boulder","CO","80302","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",FALSE,"BOULDER VALLEY SCHOOL DISTRICT",3,2024-04-30,2027-09-30,TRUE,FALSE,15,NA,NA,NA,0,15,NA,NA,NA,NA
"2146","82349","Dry Creek Early Learning Center","Preschool Program","7686 E Hinsdale AVE","Centennial","CO","80112","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",TRUE,"CHERRY CREEK 5",4,2020-02-28,2023-02-28,TRUE,FALSE,36,NA,NA,NA,36,0,NA,NA,NA,NA
"2147","47128","DURANGO EARLY LEARNING CENTER","Child Care Center","890 E 3rd AVE","Durango","CO","81301","La Plata","Early Childhood Council of La Plata County","ECC La Plata Co",FALSE,"District 9-R (Durango)",4,2023-12-31,2027-09-30,TRUE,TRUE,55,0,0,10,0,45,0,0,0,NA
"2148","1553096","Eagle Crest Elementary Preschool","Preschool Program","4444 Clover Basin DR","Longmont","CO","80503","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",TRUE,"St Vrain",1,NA,NA,FALSE,FALSE,40,NA,NA,NA,40,0,NA,NA,NA,NA
"2149","46153","EARLY CONNECTIONS @ ANTLERS PLACE","Child Care Center","108 Antlers PL","Colorado Springs","CO","80903","El Paso","Alliance for Kids","Alliance for Kids",FALSE,"11",4,2025-07-18,2030-04-01,TRUE,TRUE,98,0,0,24,0,74,0,0,0,NA
"2150","1542207","GEORGETOWN COMMUNITY SCHOOL","Child Care Center","504 4th ST","Georgetown","CO","80444","Clear Creek","Triad Early Childhood Council","Child Care Innovations",TRUE,"Clear Creek School District",1,NA,NA,TRUE,TRUE,26,0,0,10,16,0,0,0,0,NA
"2151","1543558","EATON EARLY LEARNING CENTER","Child Care Center","25 S Cottonwood","Eaton","CO","80615","Weld","Weld County’s Early Childhood Council","Promises for Children",FALSE,"School District RE-2 (Eaton)",1,NA,NA,TRUE,TRUE,120,NA,NA,NA,120,0,NA,NA,NA,NA
"2152","97432","ELBERT PRESCHOOL DIST 200","Preschool Program","24489 Main ST","Elbert","CO","80106","Elbert","Elbert County Early Childhood Council","Alliance for Kids",TRUE,"Elbert School District",4,2025-05-31,2028-05-31,FALSE,FALSE,20,NA,NA,NA,20,0,NA,NA,NA,NA
"2153","46768","Erie Elementary Preschool","Preschool Program","4137 NE County LIne RD","ERIE","CO","80516","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",TRUE,"St Vrain",1,NA,NA,FALSE,FALSE,40,NA,NA,NA,40,0,NA,NA,NA,NA
"2154","68054","Evergreen Country Day School","Child Care Center","1036 El Rancho Road","Evergreen","CO","80439","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"Jefferson",4,2023-02-13,2030-06-30,TRUE,FALSE,114,0,0,10,104,0,0,0,0,NA
"2155","1618125","EVERGREEN PARK AND RECREATION","Child Care Center","5300 S Olive RD","Evergreen","CO","80439","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"Jefferson County School District",1,NA,NA,FALSE,FALSE,17,NA,NA,NA,17,0,NA,NA,NA,NA
"2156","1507126","Explore & Discover: A Reggio Care Center","Child Care Center","6310 W 29TH AVE","Wheat Ridge","CO","80214","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"Jefferson County Public School",1,NA,NA,TRUE,TRUE,25,0,10,15,NA,NA,0,0,0,NA
"2157","1547122","Exploring Minds Academy","Child Care Center","4051 NE County Line RD","Erie","CO","80516","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",FALSE,"BOULDER VALLEY SCHOOL DISTRICT",4,2024-11-30,2027-11-30,TRUE,TRUE,77,0,4,10,0,63,0,0,0,NA
"2158","1527479","Early Learning at F.M Day","Child Care Center","1740 Jordan Dr.","Denver","CO","80221","Adams","Early Childhood Partnership of Adams County","Child Care Innovations",TRUE,"Westminster Public Schools",4,2023-07-11,2029-06-30,TRUE,TRUE,186,0,30,44,112,0,0,0,0,"Westminster Public Schools"
"2159","97927","Fairview Montessori School","Child Care Center","1501 Jefferson AVE","Louisville","CO","80027","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",FALSE,"BOULDER VALLEY SCHOOL DISTRICT",2,2024-05-28,2027-09-30,FALSE,FALSE,54,NA,NA,NA,0,54,NA,NA,NA,NA
"2160","4399","FAITH LUTHERAN PRESCHOOL","Child Care Center","303 Ridge RD","Castle Rock","CO","80104","Douglas","Douglas County Early Childhood Council","Child Care Innovations",FALSE,"Douglas County School District",3,2024-10-31,2027-10-31,TRUE,FALSE,82,NA,NA,NA,0,82,NA,NA,NA,NA
"2161","75133","FAITH STEPS CHRISTIAN PRESCHOOL","Preschool Program","1020 Walnut ST","Windsor","CO","80550","Weld","Weld County’s Early Childhood Council","Promises for Children",FALSE,"School District RE-4 (Windsor, Severance)",2,2022-09-13,2025-09-13,FALSE,FALSE,30,NA,NA,NA,0,30,NA,NA,NA,NA
"2162","1558304","Elisana Lostaunau","Experienced Family Child Care Home",NA,"Peyton","CO","80831","El Paso","Alliance for Kids","Alliance for Kids",FALSE,"FALCON 49",1,NA,NA,FALSE,FALSE,9,9,0,0,NA,NA,0,0,0,NA
"2163","102001","Myra Mishion","Large Family Child Care Home",NA,"Colorado Springs","CO","80915","El Paso","Alliance for Kids","Alliance for Kids",FALSE,"D-11",3,2024-08-02,2027-09-30,TRUE,TRUE,12,NA,NA,NA,0,12,NA,NA,NA,NA
"2164","82734","Christiane Gurule","Large Family Child Care Home",NA,"Colorado Springs","CO","80925","El Paso","Alliance for Kids","Alliance for Kids",FALSE,NA,3,2021-10-31,2024-10-31,FALSE,FALSE,12,12,0,0,NA,NA,0,0,0,NA
"2165","47035","Family Learning Center Inc.","Child Care Center","3164 34th ST","Boulder","CO","80301","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",FALSE,"BVSD",1,NA,NA,FALSE,FALSE,38,NA,NA,NA,0,38,NA,NA,NA,NA
